rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
1762,3575,1981,12,5,no,other,yes,no,2.0649134411,manufacturing,operatives and kindred,nothern central,23,intermediate,intermediate,high
1763,3575,1982,12,6,no,other,yes,no,2.0269756018,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,high
1764,3575,1983,12,7,no,other,yes,no,2.0883155824,manufacturing,operatives and kindred,nothern central,25,intermediate,intermediate,high
1765,3575,1984,12,8,no,other,yes,no,2.0880114924,manufacturing,operatives and kindred,nothern central,26,intermediate,intermediate,high
1766,3575,1985,12,9,no,other,yes,no,2.2077945287,manufacturing,operatives and kindred,nothern central,27,advanced,intermediate,high
1767,3575,1986,12,10,no,other,yes,no,2.1877269656,manufacturing,operatives and kindred,nothern central,28,advanced,intermediate,high
1768,3575,1987,12,11,no,other,yes,no,2.1487609971,manufacturing,operatives and kindred,nothern central,29,advanced,intermediate,high
1769,3580,1980,12,2,no,other,no,no,1.4432033943,trade,clerical and kindred,nothern central,20,beginner,intermediate,medium
1770,3580,1981,12,3,no,other,no,no,1.4171660248,business and repair service,clerical and kindred,nothern central,21,beginner,intermediate,medium
1771,3580,1982,12,4,no,other,no,no,1.6527630372,manufacturing,clerical and kindred,nothern central,22,intermediate,intermediate,medium
1772,3580,1983,12,5,no,other,no,no,1.6936613904,manufacturing,clerical and kindred,nothern central,23,intermediate,intermediate,medium
1773,3580,1984,12,6,no,other,no,no,1.6825463843,trade,clerical and kindred,nothern central,24,intermediate,intermediate,medium
1774,3580,1985,12,7,no,other,no,no,1.6782228621,trade,laborers and farmers,nothern central,25,intermediate,intermediate,medium
1775,3580,1986,12,8,no,other,no,no,1.481682544,trade,clerical and kindred,nothern central,26,intermediate,intermediate,medium
1776,3580,1987,12,9,no,other,yes,no,1.437259536,business and repair service,"craftsmen, foremen and kindred",nothern central,27,advanced,intermediate,medium
1777,3581,1980,14,2,no,other,no,no,1.1263234911,transportation,"managers, officials and proprietors",south,22,beginner,high,medium
1778,3581,1981,14,3,no,other,no,no,0.2309867288,business and repair service,"craftsmen, foremen and kindred",south,23,beginner,high,medium
1779,3581,1982,14,4,no,other,no,no,2.2271266817,manufacturing,clerical and kindred,south,24,intermediate,high,high
1780,3581,1983,14,5,no,other,no,no,2.1716971913,manufacturing,operatives and kindred,nothern central,25,intermediate,high,high
1781,3581,1984,14,6,no,other,yes,no,2.220440789,manufacturing,"professional, technical and kindred",nothern central,26,intermediate,high,high
1782,3581,1985,14,7,no,other,yes,no,2.1814772204,manufacturing,"craftsmen, foremen and kindred",nothern central,27,intermediate,high,high
1783,3581,1986,14,8,no,other,yes,no,2.4390413939,manufacturing,"professional, technical and kindred",nothern central,28,intermediate,high,high
1784,3581,1987,14,9,no,other,yes,no,2.5104234826,manufacturing,operatives and kindred,nothern central,29,advanced,high,high
1785,3589,1980,12,2,yes,other,yes,no,1.6711431179,manufacturing,operatives and kindred,nothern central,20,beginner,intermediate,medium
1786,3589,1981,12,3,yes,other,yes,no,2.0249533564,manufacturing,operatives and kindred,nothern central,21,beginner,intermediate,high
1787,3589,1982,12,4,yes,other,yes,no,-0.487303126,manufacturing,operatives and kindred,nothern central,22,intermediate,intermediate,low
1788,3589,1983,12,5,yes,other,yes,no,1.861542263,manufacturing,laborers and farmers,nothern central,23,intermediate,intermediate,medium
1789,3589,1984,12,6,yes,other,yes,no,1.9449106487,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,medium
1790,3589,1985,12,7,yes,other,yes,no,1.8713222921,manufacturing,operatives and kindred,nothern central,25,intermediate,intermediate,medium
1791,3589,1986,12,8,yes,other,yes,no,1.9422373767,manufacturing,operatives and kindred,nothern central,26,intermediate,intermediate,medium
1792,3589,1987,12,9,yes,other,yes,no,2.0334303091,manufacturing,operatives and kindred,nothern central,27,advanced,intermediate,high
1793,3591,1980,12,2,no,other,no,no,1.1188803042,trade,laborers and farmers,nothern central,20,beginner,intermediate,medium
1794,3591,1981,12,3,no,other,no,no,1.8392400075,trade,"craftsmen, foremen and kindred",nothern central,21,beginner,intermediate,medium
1795,3591,1982,12,4,yes,other,yes,no,1.8927637056,manufacturing,"craftsmen, foremen and kindred",nothern central,22,intermediate,intermediate,medium
1796,3591,1983,12,5,yes,other,yes,no,1.9573481877,manufacturing,laborers and farmers,nothern central,23,intermediate,intermediate,medium
1797,3591,1984,12,6,yes,other,yes,no,2.0327019961,manufacturing,laborers and farmers,nothern central,24,intermediate,intermediate,high
1798,3591,1985,12,7,yes,other,yes,no,2.1883931744,manufacturing,"craftsmen, foremen and kindred",nothern central,25,intermediate,intermediate,high
1799,3591,1986,12,8,yes,other,no,no,2.3037753359,manufacturing,"craftsmen, foremen and kindred",nothern central,26,intermediate,intermediate,high
1800,3591,1987,12,9,yes,other,no,no,2.2772119385,manufacturing,"craftsmen, foremen and kindred",nothern central,27,advanced,intermediate,high
1801,3598,1980,12,3,no,other,no,no,1.7669975883,manufacturing,"craftsmen, foremen and kindred",nothern central,21,beginner,intermediate,medium
1802,3598,1981,12,4,no,other,no,no,1.8012971737,manufacturing,operatives and kindred,nothern central,22,intermediate,intermediate,medium
1803,3598,1982,12,5,no,other,no,no,1.9258828621,manufacturing,"craftsmen, foremen and kindred",nothern central,23,intermediate,intermediate,medium
1804,3598,1983,12,6,no,other,no,no,2.0438638198,manufacturing,"craftsmen, foremen and kindred",nothern central,24,intermediate,intermediate,high
1805,3598,1984,12,7,no,other,no,no,2.1299024341,manufacturing,operatives and kindred,nothern central,25,intermediate,intermediate,high
1806,3598,1985,12,8,no,other,yes,no,2.1590043645,manufacturing,operatives and kindred,nothern central,26,intermediate,intermediate,high
1807,3598,1986,12,9,no,other,yes,no,2.2238935239,manufacturing,operatives and kindred,nothern central,27,advanced,intermediate,high
1808,3598,1987,12,10,yes,other,yes,no,2.1307424916,manufacturing,"craftsmen, foremen and kindred",nothern central,28,advanced,intermediate,high
1809,3602,1980,12,5,yes,other,no,no,2.0102411766,manufacturing,operatives and kindred,south,23,intermediate,intermediate,high
1810,3602,1981,12,6,yes,other,no,no,2.0721858048,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,high
1811,3602,1982,12,7,no,other,no,no,2.2616031113,manufacturing,"craftsmen, foremen and kindred",nothern central,25,intermediate,intermediate,high
1812,3602,1983,12,8,yes,other,yes,no,2.2109179045,manufacturing,"craftsmen, foremen and kindred",nothern central,26,intermediate,intermediate,high
1813,3602,1984,12,9,yes,other,yes,no,2.2421621722,manufacturing,"professional, technical and kindred",nothern central,27,advanced,intermediate,high
1814,3602,1985,12,10,yes,other,yes,no,2.0800824986,manufacturing,"craftsmen, foremen and kindred",nothern central,28,advanced,intermediate,high
1815,3602,1986,12,11,no,other,yes,no,2.1389368015,manufacturing,operatives and kindred,nothern central,29,advanced,intermediate,high
1816,3602,1987,12,12,yes,other,yes,no,2.1605954547,manufacturing,"professional, technical and kindred",nothern central,30,advanced,intermediate,high
1817,3607,1980,10,7,no,other,no,no,0.9072417973,trade,operatives and kindred,nothern central,23,intermediate,intermediate,medium
1818,3607,1981,10,8,no,other,no,no,0.0747235462,entertainment,"professional, technical and kindred",nothern central,24,intermediate,intermediate,medium
1819,3607,1982,10,9,no,other,no,no,0.1715794603,entertainment,"professional, technical and kindred",nothern central,25,advanced,intermediate,medium
1820,3607,1983,10,10,no,other,no,no,0.9480025645,entertainment,"professional, technical and kindred",nothern central,26,advanced,intermediate,medium
1821,3607,1984,10,11,no,other,no,no,1.2270708556,entertainment,"professional, technical and kindred",nothern central,27,advanced,intermediate,medium
1822,3607,1985,10,12,no,other,no,no,0.4354531453,entertainment,"professional, technical and kindred",nothern central,28,advanced,intermediate,medium
1823,3607,1986,10,13,no,other,no,no,0.638811979,entertainment,"professional, technical and kindred",nothern central,29,expert,intermediate,medium
1824,3607,1987,10,14,no,other,no,no,1.6775561665,entertainment,"professional, technical and kindred",nothern central,30,expert,intermediate,medium
1825,3621,1980,12,4,no,other,no,yes,1.5084976782,manufacturing,operatives and kindred,nothern central,22,intermediate,intermediate,medium
1826,3621,1981,12,5,yes,other,no,no,1.8316053778,manufacturing,operatives and kindred,nothern central,23,intermediate,intermediate,medium
1827,3621,1982,12,6,yes,other,no,no,1.506580527,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,medium
1828,3621,1983,12,7,yes,other,no,no,1.6316551191,manufacturing,operatives and kindred,nothern central,25,intermediate,intermediate,medium
1829,3621,1984,12,8,yes,other,no,no,1.5450165857,manufacturing,operatives and kindred,nothern central,26,intermediate,intermediate,medium
1830,3621,1985,12,9,yes,other,no,no,1.8200289977,manufacturing,laborers and farmers,nothern central,27,advanced,intermediate,medium
1831,3621,1986,12,10,yes,other,no,yes,1.6419582185,manufacturing,operatives and kindred,nothern central,28,advanced,intermediate,medium
1832,3621,1987,12,11,no,other,no,yes,1.6889905441,manufacturing,laborers and farmers,nothern central,29,advanced,intermediate,medium
1833,3628,1980,14,3,no,other,yes,no,1.8422159621,trade,clerical and kindred,nothern central,23,beginner,high,medium
1834,3628,1981,14,4,no,other,yes,no,1.7361896181,manufacturing,"professional, technical and kindred",nothern central,24,intermediate,high,medium
1835,3628,1982,14,5,no,other,yes,no,2.2919916843,manufacturing,"craftsmen, foremen and kindred",nothern central,25,intermediate,high,high
1836,3628,1983,14,6,no,other,yes,no,1.8380289668,manufacturing,"managers, officials and proprietors",south,26,intermediate,high,medium
1837,3628,1984,14,7,no,other,yes,no,2.3319420551,manufacturing,clerical and kindred,south,27,intermediate,high,high
1838,3628,1985,14,8,no,other,yes,no,2.2888794459,manufacturing,"managers, officials and proprietors",nothern central,28,intermediate,high,high
1839,3628,1986,14,9,no,other,yes,no,2.5101442959,manufacturing,"craftsmen, foremen and kindred",nothern central,29,advanced,high,high
1840,3628,1987,14,10,no,other,yes,no,2.4609520205,manufacturing,"managers, officials and proprietors",south,30,advanced,high,high
1841,3653,1980,12,2,no,other,yes,no,1.670645894,trade,"managers, officials and proprietors",nothern central,20,beginner,intermediate,medium
1842,3653,1981,12,3,no,other,yes,no,1.9392771038,business and repair service,"managers, officials and proprietors",nothern central,21,beginner,intermediate,medium
1843,3653,1982,12,4,no,other,yes,no,2.0495850491,trade,"managers, officials and proprietors",nothern central,22,intermediate,intermediate,high
1844,3653,1983,12,5,no,other,yes,no,2.010247209,trade,"managers, officials and proprietors",nothern central,23,intermediate,intermediate,high
1845,3653,1984,12,6,no,other,yes,no,2.0917922152,trade,"managers, officials and proprietors",nothern central,24,intermediate,intermediate,high
1846,3653,1985,12,7,no,other,no,no,2.0233384994,trade,"managers, officials and proprietors",nothern central,25,intermediate,intermediate,high
1847,3653,1986,12,8,no,other,no,no,1.9755976956,trade,"managers, officials and proprietors",nothern central,26,intermediate,intermediate,medium
1848,3653,1987,12,9,no,other,yes,no,1.853110755,trade,"managers, officials and proprietors",nothern central,27,advanced,intermediate,medium
1849,3706,1980,13,4,no,other,no,no,1.6744108136,professional and related service,"professional, technical and kindred",nothern central,23,intermediate,high,medium
1850,3706,1981,13,5,no,other,no,no,1.7917594692,construction,"craftsmen, foremen and kindred",south,24,intermediate,high,medium
1851,3706,1982,13,6,no,other,no,no,1.5187977109,trade,sales workers,south,25,intermediate,high,medium
1852,3706,1983,13,7,no,other,no,no,1.7254100887,trade,"managers, officials and proprietors",south,26,intermediate,high,medium
1853,3706,1984,13,8,no,other,no,no,1.6486448326,trade,"managers, officials and proprietors",south,27,intermediate,high,medium
1854,3706,1985,13,9,no,other,no,no,1.7776697238,personal service,"professional, technical and kindred",south,28,advanced,high,medium
1855,3706,1986,13,10,no,other,no,no,1.7732931875,entertainment,clerical and kindred,south,29,advanced,high,medium
1856,3706,1987,13,11,no,other,yes,no,1.8122887605,professional and related service,clerical and kindred,south,30,advanced,high,medium
1857,3707,1980,13,2,no,other,no,no,-1.103046886,professional and related service,clerical and kindred,nothern central,21,beginner,high,low
1858,3707,1981,13,3,no,other,yes,no,1.8638262568,finance,"managers, officials and proprietors",nothern central,22,beginner,high,medium
1859,3707,1982,13,4,no,other,yes,no,1.7443302307,trade,sales workers,nothern central,23,intermediate,high,medium
1860,3707,1983,13,5,no,other,yes,no,2.1128841642,manufacturing,sales workers,nothern central,24,intermediate,high,high
1861,3707,1984,13,6,no,other,yes,no,2.081042823,trade,sales workers,nothern central,25,intermediate,high,high
1862,3707,1985,13,7,no,other,yes,no,2.4019505431,trade,sales workers,nothern central,26,intermediate,high,high
1863,3707,1986,13,8,no,other,yes,no,2.4931086152,manufacturing,sales workers,nothern central,27,intermediate,high,high
1864,3707,1987,13,9,no,other,yes,no,2.7285794924,manufacturing,"managers, officials and proprietors",nothern central,28,advanced,high,high
1865,3708,1980,12,1,no,other,no,no,1.6805250082,manufacturing,clerical and kindred,nothern central,19,beginner,intermediate,medium
1866,3708,1981,12,2,no,other,no,no,1.7032289764,manufacturing,operatives and kindred,nothern central,20,beginner,intermediate,medium
1867,3708,1982,12,3,yes,other,no,no,1.6688491749,manufacturing,operatives and kindred,nothern central,21,beginner,intermediate,medium
1868,3708,1983,12,4,yes,other,no,no,2.018771941,manufacturing,operatives and kindred,nothern central,22,intermediate,intermediate,high
1869,3708,1984,12,5,yes,other,no,no,2.0238736925,manufacturing,operatives and kindred,nothern central,23,intermediate,intermediate,high
1870,3708,1985,12,6,yes,other,no,no,2.1220810104,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,high
1871,3708,1986,12,7,yes,other,no,no,2.0145280908,manufacturing,operatives and kindred,nothern central,25,intermediate,intermediate,high
1872,3708,1987,12,8,yes,other,no,no,2.1487609971,public administration,service workers,nothern central,26,intermediate,intermediate,high
1873,3743,1980,11,1,no,other,no,no,1.2561085587,manufacturing,"craftsmen, foremen and kindred",nothern central,18,beginner,intermediate,medium
1874,3743,1981,11,2,no,other,no,no,1.716536048,manufacturing,operatives and kindred,nothern central,19,beginner,intermediate,medium
1875,3743,1982,11,3,no,other,no,no,1.7210121377,manufacturing,"managers, officials and proprietors",nothern central,20,beginner,intermediate,medium
1876,3743,1983,11,4,no,other,no,no,1.7646308018,manufacturing,"craftsmen, foremen and kindred",nothern central,21,intermediate,intermediate,medium
1877,3743,1984,11,5,no,other,yes,no,2.1474695623,manufacturing,"professional, technical and kindred",nothern central,22,intermediate,intermediate,high
1878,3743,1985,11,6,no,other,yes,no,2.0894418547,manufacturing,"professional, technical and kindred",nothern central,23,intermediate,intermediate,high
1879,3743,1986,11,7,no,other,yes,no,2.1484283981,manufacturing,"professional, technical and kindred",nothern central,24,intermediate,intermediate,high
1880,3743,1987,11,8,no,other,yes,no,2.1604689445,manufacturing,"managers, officials and proprietors",nothern central,25,intermediate,intermediate,high
1881,3777,1980,12,2,yes,other,yes,no,1.9487748545,trade,laborers and farmers,nothern central,20,beginner,intermediate,medium
1882,3777,1981,12,3,yes,other,yes,no,2.0402208285,trade,laborers and farmers,nothern central,21,beginner,intermediate,high
1883,3777,1982,12,4,yes,other,yes,no,2.0665167764,trade,clerical and kindred,nothern central,22,intermediate,intermediate,high
1884,3777,1983,12,5,yes,other,yes,no,2.2109179045,trade,clerical and kindred,nothern central,23,intermediate,intermediate,high
1885,3777,1984,12,6,yes,other,yes,no,2.0840453041,trade,"managers, officials and proprietors",nothern central,24,intermediate,intermediate,high
1886,3777,1985,12,7,yes,other,yes,no,2.0944658434,trade,"managers, officials and proprietors",nothern central,25,intermediate,intermediate,high
1887,3777,1986,12,8,yes,other,yes,no,1.9804001497,trade,"managers, officials and proprietors",nothern central,26,intermediate,intermediate,medium
1888,3777,1987,12,9,yes,other,yes,no,1.9979314761,trade,"managers, officials and proprietors",nothern central,27,advanced,intermediate,medium
1889,3831,1980,11,3,no,other,no,no,1.1731240282,trade,service workers,nothern central,20,beginner,intermediate,medium
1890,3831,1981,11,4,no,other,no,no,1.3188816849,trade,service workers,nothern central,21,intermediate,intermediate,medium
1891,3831,1982,11,5,no,other,no,no,1.4803812894,trade,service workers,nothern central,22,intermediate,intermediate,medium
1892,3831,1983,11,6,no,other,no,no,1.6137507709,trade,service workers,nothern central,23,intermediate,intermediate,medium
1893,3831,1984,11,7,no,other,no,no,1.4068405028,trade,service workers,nothern central,24,intermediate,intermediate,medium
1894,3831,1985,11,8,no,other,yes,no,1.3917492118,trade,service workers,nothern central,25,intermediate,intermediate,medium
1895,3831,1986,11,9,no,other,yes,no,1.2916389411,trade,service workers,nothern central,26,advanced,intermediate,medium
1896,3831,1987,11,10,no,other,yes,no,1.3327156802,trade,service workers,nothern central,27,advanced,intermediate,medium
1897,3844,1980,11,3,no,other,no,no,1.4404162135,manufacturing,operatives and kindred,south,20,beginner,intermediate,medium
1898,3844,1981,11,4,no,other,no,no,1.4139458925,manufacturing,"professional, technical and kindred",south,21,intermediate,intermediate,medium
1899,3844,1982,11,5,no,other,no,no,1.5474025215,business and repair service,clerical and kindred,south,22,intermediate,intermediate,medium
1900,3844,1983,11,6,no,other,no,no,1.7688287091,transportation,clerical and kindred,south,23,intermediate,intermediate,medium
1901,3844,1984,11,7,no,other,no,no,1.7664278682,manufacturing,clerical and kindred,south,24,intermediate,intermediate,medium
1902,3844,1985,11,8,no,other,no,no,1.8713222921,transportation,clerical and kindred,south,25,intermediate,intermediate,medium
1903,3844,1986,11,9,no,other,no,no,1.7102716413,manufacturing,"managers, officials and proprietors",south,26,advanced,intermediate,medium
1904,3844,1987,11,10,no,other,no,no,1.6103474168,manufacturing,"managers, officials and proprietors",south,27,advanced,intermediate,medium
1905,3847,1980,12,3,yes,other,no,no,2.2493603318,construction,"craftsmen, foremen and kindred",nothern central,21,beginner,intermediate,high
1906,3847,1981,12,4,yes,other,no,no,2.3597435068,construction,"craftsmen, foremen and kindred",nothern central,22,intermediate,intermediate,high
1907,3847,1982,12,5,yes,other,yes,no,2.2797704152,transportation,"craftsmen, foremen and kindred",nothern central,23,intermediate,intermediate,high
1908,3847,1983,12,6,yes,other,yes,no,2.3201171964,construction,"craftsmen, foremen and kindred",nothern central,24,intermediate,intermediate,high
1909,3847,1984,12,7,yes,other,yes,no,2.3044660555,manufacturing,"craftsmen, foremen and kindred",nothern central,25,intermediate,intermediate,high
1910,3847,1985,12,8,yes,other,yes,no,2.4019505431,construction,"craftsmen, foremen and kindred",nothern central,26,intermediate,intermediate,high
1911,3847,1986,12,9,yes,other,yes,no,2.4390413939,construction,"craftsmen, foremen and kindred",nothern central,27,advanced,intermediate,high
1912,3847,1987,12,10,yes,other,yes,no,2.4541426467,construction,"craftsmen, foremen and kindred",nothern central,28,advanced,intermediate,high
1913,3848,1980,12,2,no,other,no,no,1.9980459035,trade,clerical and kindred,nothern central,20,beginner,intermediate,medium
1914,3848,1981,12,3,no,other,no,no,1.8931595837,trade,clerical and kindred,nothern central,21,beginner,intermediate,medium
1915,3848,1982,12,4,no,other,no,no,1.8523903411,trade,clerical and kindred,nothern central,22,intermediate,intermediate,medium
1916,3848,1983,12,5,no,other,no,no,1.6205304579,trade,clerical and kindred,nothern central,23,intermediate,intermediate,medium
1917,3848,1984,12,6,no,other,no,no,1.9962039431,manufacturing,clerical and kindred,nothern central,24,intermediate,intermediate,medium
1918,3848,1985,12,7,no,other,no,no,1.583858775,trade,"managers, officials and proprietors",nothern central,25,intermediate,intermediate,medium
1919,3848,1986,12,8,no,other,yes,no,1.8490382523,trade,"managers, officials and proprietors",nothern central,26,intermediate,intermediate,medium
1920,3848,1987,12,9,no,other,yes,no,2.0591488384,trade,"managers, officials and proprietors",nothern central,27,advanced,intermediate,high
1921,3882,1980,15,1,yes,other,no,no,0.5945394135,trade,service workers,south,22,beginner,high,medium
1922,3882,1981,15,2,no,other,no,no,0.5461649902,trade,service workers,south,23,beginner,high,medium
1923,3882,1982,15,3,no,other,no,no,0.9526954138,personal service,"professional, technical and kindred",south,24,beginner,high,medium
1924,3882,1983,15,4,no,other,no,no,0.7713790288,construction,laborers and farmers,south,25,intermediate,high,medium
1925,3882,1984,15,5,no,other,no,no,2.0282922577,entertainment,"professional, technical and kindred",south,26,intermediate,high,high
1926,3882,1985,15,6,no,other,no,no,1.9651311955,business and repair service,"managers, officials and proprietors",south,27,intermediate,high,medium
1927,3882,1986,15,7,no,other,no,no,1.90558908,business and repair service,"professional, technical and kindred",south,28,intermediate,high,medium
1928,3882,1987,15,8,no,other,no,no,1.6559426901,manufacturing,"professional, technical and kindred",south,29,intermediate,high,medium
1929,3937,1980,11,3,no,black,no,no,1.4479995666,public administration,clerical and kindred,south,20,beginner,intermediate,medium
1930,3937,1981,11,4,yes,black,no,no,1.328025453,public administration,operatives and kindred,south,21,intermediate,intermediate,medium
1931,3937,1982,11,5,yes,black,no,no,1.5239301653,trade,clerical and kindred,south,22,intermediate,intermediate,medium
1932,3937,1983,11,6,no,black,no,no,1.5949603626,trade,clerical and kindred,south,23,intermediate,intermediate,medium
1933,3937,1984,11,7,yes,black,no,no,2.4451541632,trade,"managers, officials and proprietors",south,24,intermediate,intermediate,high
1934,3937,1985,11,8,no,black,yes,no,1.7360646259,public administration,"professional, technical and kindred",south,25,intermediate,intermediate,medium
1935,3937,1986,11,9,yes,black,yes,no,1.6933073773,public administration,"professional, technical and kindred",south,26,advanced,intermediate,medium
1936,3937,1987,11,10,yes,black,yes,no,1.9829378161,professional and related service,"professional, technical and kindred",south,27,advanced,intermediate,medium
1937,4000,1980,7,9,no,other,no,no,1.6112729284,construction,"craftsmen, foremen and kindred",south,22,advanced,low,medium
1938,4000,1981,7,10,no,other,no,no,1.7525387561,construction,"craftsmen, foremen and kindred",south,23,advanced,low,medium
1939,4000,1982,7,11,no,other,no,no,1.6714551702,construction,"craftsmen, foremen and kindred",south,24,advanced,low,medium
1940,4000,1983,7,12,no,other,yes,no,1.4377280162,construction,laborers and farmers,south,25,advanced,low,medium
1941,4000,1984,7,13,no,other,yes,no,1.9056899356,construction,"craftsmen, foremen and kindred",south,26,expert,low,medium
1942,4000,1985,7,14,no,other,yes,no,1.424010074,construction,"craftsmen, foremen and kindred",south,27,expert,low,medium
1943,4000,1986,7,15,no,other,yes,no,1.8038609693,manufacturing,"craftsmen, foremen and kindred",south,28,expert,low,medium
1944,4000,1987,7,16,no,other,yes,no,1.524606688,construction,"craftsmen, foremen and kindred",south,29,expert,low,medium
1945,4004,1980,12,4,no,other,no,no,2.0076153545,transportation,"professional, technical and kindred",south,22,intermediate,intermediate,high
1946,4004,1981,12,5,no,other,no,no,2.1799827709,transportation,"professional, technical and kindred",south,23,intermediate,intermediate,high
1947,4004,1982,12,6,no,other,no,no,1.9781854376,transportation,"professional, technical and kindred",south,24,intermediate,intermediate,medium
1948,4004,1983,12,7,no,other,no,no,1.94855364,transportation,operatives and kindred,south,25,intermediate,intermediate,medium
1949,4004,1984,12,8,no,other,no,no,2.0880114924,transportation,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,high
1950,4004,1985,12,9,no,other,no,no,2.0944658434,transportation,"professional, technical and kindred",south,27,advanced,intermediate,high
1951,4004,1986,12,10,no,other,no,no,1.9910166714,transportation,"professional, technical and kindred",south,28,advanced,intermediate,medium
1952,4004,1987,12,11,no,other,yes,no,2.0354323118,transportation,clerical and kindred,south,29,advanced,intermediate,high
1953,4025,1980,9,2,no,other,no,no,0.8568673114,construction,"craftsmen, foremen and kindred",south,17,beginner,low,medium
1954,4025,1981,9,3,no,other,no,no,1.3325041865,construction,"craftsmen, foremen and kindred",south,18,beginner,low,medium
1955,4025,1982,9,4,no,other,yes,no,1.3052107752,business and repair service,"craftsmen, foremen and kindred",south,19,intermediate,low,medium
1956,4025,1983,9,5,no,other,yes,no,1.2145844649,business and repair service,"craftsmen, foremen and kindred",south,20,intermediate,low,medium
1957,4025,1984,9,6,no,other,no,no,1.2479246919,construction,"professional, technical and kindred",south,21,intermediate,low,medium
1958,4025,1985,9,7,yes,other,no,no,1.463113698,trade,sales workers,south,22,intermediate,low,medium
1959,4025,1986,9,8,no,other,no,no,1.3404291052,manufacturing,operatives and kindred,south,23,intermediate,low,medium
1960,4025,1987,9,9,no,other,no,no,2.0438813663,construction,"craftsmen, foremen and kindred",south,24,advanced,low,high
1961,4032,1980,11,1,yes,other,no,no,1.3149490588,entertainment,laborers and farmers,south,18,beginner,intermediate,medium
1962,4032,1981,11,2,no,other,no,no,1.1941728754,professional and related service,clerical and kindred,south,19,beginner,intermediate,medium
1963,4032,1982,11,3,no,other,no,no,0.9009272146,trade,operatives and kindred,south,20,beginner,intermediate,medium
1964,4032,1983,11,4,no,other,no,no,1.2545327154,agricultural,operatives and kindred,south,21,intermediate,intermediate,medium
1965,4032,1984,11,5,no,other,no,no,1.3828891917,manufacturing,laborers and farmers,south,22,intermediate,intermediate,medium
1966,4032,1985,11,6,no,other,no,no,1.6126194387,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
1967,4032,1986,11,7,no,other,no,no,1.8687139504,manufacturing,operatives and kindred,south,24,intermediate,intermediate,medium
1968,4032,1987,11,8,no,other,yes,no,1.8152517256,manufacturing,operatives and kindred,south,25,intermediate,intermediate,medium
1969,4046,1980,9,6,no,other,yes,no,1.4384301155,trade,"craftsmen, foremen and kindred",south,21,intermediate,low,medium
1970,4046,1981,9,7,no,other,yes,no,1.541708465,trade,"craftsmen, foremen and kindred",south,22,intermediate,low,medium
1971,4046,1982,9,8,no,other,yes,no,1.4197477374,trade,"craftsmen, foremen and kindred",south,23,intermediate,low,medium
1972,4046,1983,9,9,no,other,yes,no,1.6799833278,trade,"craftsmen, foremen and kindred",south,24,advanced,low,medium
1973,4046,1984,9,10,no,other,yes,no,1.3889991924,business and repair service,"craftsmen, foremen and kindred",south,25,advanced,low,medium
1974,4046,1985,9,11,no,other,yes,no,1.4346742565,construction,"craftsmen, foremen and kindred",south,26,advanced,low,medium
1975,4046,1986,9,12,no,other,yes,no,1.5570691252,business and repair service,"craftsmen, foremen and kindred",south,27,advanced,low,medium
1976,4046,1987,9,13,no,other,yes,no,1.4846592017,business and repair service,"craftsmen, foremen and kindred",south,28,expert,low,medium
1977,4088,1980,13,4,no,other,no,no,2.2042504007,business and repair service,"craftsmen, foremen and kindred",south,23,intermediate,high,high
1978,4088,1981,13,5,no,other,no,no,2.411656188,manufacturing,sales workers,south,24,intermediate,high,high
1979,4088,1982,13,6,no,other,no,no,2.3146576742,trade,sales workers,south,25,intermediate,high,high
1980,4088,1983,13,7,no,other,no,no,2.5081694279,business and repair service,sales workers,south,26,intermediate,high,high
1981,4088,1984,13,8,no,other,no,no,2.5988371161,manufacturing,sales workers,south,27,intermediate,high,high
1982,4088,1985,13,9,no,other,no,no,2.7003738574,business and repair service,sales workers,south,28,advanced,high,high
1983,4088,1986,13,10,no,other,yes,no,2.7414467079,manufacturing,sales workers,south,29,advanced,high,high
1984,4088,1987,13,11,no,other,yes,no,2.6634401902,trade,"managers, officials and proprietors",south,30,advanced,high,high
1985,4091,1980,12,3,yes,other,yes,no,2.5641342059,manufacturing,operatives and kindred,south,21,beginner,intermediate,high
1986,4091,1981,12,4,yes,other,yes,no,2.5102244578,manufacturing,operatives and kindred,south,22,intermediate,intermediate,high
1987,4091,1982,12,5,yes,other,yes,no,2.5933710767,manufacturing,operatives and kindred,south,23,intermediate,intermediate,high
1988,4091,1983,12,6,yes,other,yes,no,2.5637392791,manufacturing,operatives and kindred,south,24,intermediate,intermediate,high
1989,4091,1984,12,7,yes,other,yes,no,2.4653057235,manufacturing,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,high
1990,4091,1985,12,8,yes,other,yes,no,2.6132596368,manufacturing,laborers and farmers,south,26,intermediate,intermediate,high
1991,4091,1986,12,9,yes,other,yes,no,2.6454980264,manufacturing,operatives and kindred,south,27,advanced,intermediate,high
